Date,Open,High,Low,Close,Volume
2016-03-18 08:45:00,8726.0,8728.0,8714.0,8718.0,1367.0
2016-03-18 08:46:00,8719.0,8720.0,8717.0,8719.0,351.0
2016-03-18 08:47:00,8718.0,8719.0,8717.0,8717.0,355.0
2016-03-18 08:48:00,8717.0,8717.0,8711.0,8711.0,554.0
2016-03-18 08:49:00,8711.0,8714.0,8710.0,8713.0,464.0
2016-03-18 08:50:00,8713.0,8715.0,8708.0,8708.0,463.0
2016-03-18 08:51:00,8709.0,8715.0,8706.0,8713.0,629.0
2016-03-18 08:52:00,8713.0,8713.0,8708.0,8710.0,310.0
2016-03-18 08:53:00,8710.0,8712.0,8709.0,8711.0,180.0
2016-03-18 08:54:00,8710.0,8712.0,8708.0,8709.0,218.0
2016-03-18 08:55:00,8709.0,8712.0,8708.0,8712.0,233.0
2016-03-18 08:56:00,8712.0,8715.0,8711.0,8715.0,419.0
2016-03-18 08:57:00,8715.0,8718.0,8714.0,8716.0,335.0
2016-03-18 08:58:00,8716.0,8717.0,8713.0,8715.0,202.0
2016-03-18 08:59:00,8715.0,8715.0,8708.0,8710.0,398.0
2016-03-18 09:00:00,8709.0,8715.0,8703.0,8714.0,879.0
2016-03-18 09:01:00,8714.0,8717.0,8710.0,8714.0,559.0
2016-03-18 09:02:00,8714.0,8716.0,8712.0,8714.0,450.0
2016-03-18 09:03:00,8714.0,8715.0,8705.0,8714.0,626.0
2016-03-18 09:04:00,8715.0,8715.0,8706.0,8709.0,348.0
2016-03-18 09:05:00,8710.0,8717.0,8708.0,8712.0,484.0
2016-03-18 09:06:00,8713.0,8715.0,8705.0,8709.0,483.0
2016-03-18 09:07:00,8708.0,8722.0,8706.0,8717.0,973.0
2016-03-18 09:08:00,8718.0,8725.0,8716.0,8724.0,1029.0
2016-03-18 09:09:00,8723.0,8732.0,8723.0,8728.0,1662.0
2016-03-18 09:10:00,8727.0,8738.0,8726.0,8735.0,1412.0
2016-03-18 09:11:00,8736.0,8745.0,8734.0,8743.0,2300.0
2016-03-18 09:12:00,8742.0,8746.0,8738.0,8741.0,940.0
2016-03-18 09:13:00,8741.0,8746.0,8739.0,8743.0,809.0
2016-03-18 09:14:00,8742.0,8756.0,8742.0,8753.0,1800.0
2016-03-18 09:15:00,8754.0,8756.0,8741.0,8743.0,1598.0
2016-03-18 09:16:00,8743.0,8745.0,8738.0,8741.0,664.0
2016-03-18 09:17:00,8741.0,8753.0,8740.0,8748.0,1365.0
2016-03-18 09:18:00,8749.0,8750.0,8745.0,8748.0,406.0
2016-03-18 09:19:00,8749.0,8752.0,8747.0,8749.0,511.0
