Date,Open,High,Low,Close,Volume
2011-05-19 08:45:00,8959.0,8960.0,8948.0,8953.0,890
2011-05-19 08:46:00,8953.0,8959.0,8952.0,8956.0,491
2011-05-19 08:47:00,8957.0,8968.0,8955.0,8965.0,658
2011-05-19 08:48:00,8965.0,8966.0,8961.0,8963.0,398
2011-05-19 08:49:00,8963.0,8965.0,8961.0,8962.0,329
2011-05-19 08:50:00,8962.0,8964.0,8962.0,8962.0,310
2011-05-19 08:51:00,8962.0,8963.0,8959.0,8959.0,369
2011-05-19 08:52:00,8959.0,8960.0,8957.0,8960.0,357
2011-05-19 08:53:00,8960.0,8962.0,8959.0,8960.0,191
2011-05-19 08:54:00,8960.0,8962.0,8960.0,8961.0,183
2011-05-19 08:55:00,8961.0,8962.0,8958.0,8958.0,250
2011-05-19 08:56:00,8958.0,8961.0,8958.0,8961.0,177
2011-05-19 08:57:00,8961.0,8962.0,8959.0,8959.0,176
2011-05-19 08:58:00,8960.0,8962.0,8959.0,8962.0,190
2011-05-19 08:59:00,8962.0,8963.0,8960.0,8960.0,237
2011-05-19 09:00:00,8960.0,8963.0,8954.0,8960.0,848
2011-05-19 09:01:00,8960.0,8966.0,8960.0,8965.0,619
2011-05-19 09:02:00,8965.0,8966.0,8956.0,8960.0,366
2011-05-19 09:03:00,8960.0,8963.0,8958.0,8959.0,256
2011-05-19 09:04:00,8958.0,8960.0,8954.0,8956.0,403
2011-05-19 09:05:00,8956.0,8956.0,8952.0,8953.0,484
2011-05-19 09:06:00,8954.0,8955.0,8951.0,8954.0,463
2011-05-19 09:07:00,8954.0,8955.0,8951.0,8953.0,266
2011-05-19 09:08:00,8952.0,8954.0,8950.0,8950.0,461
2011-05-19 09:09:00,8949.0,8960.0,8949.0,8957.0,565
2011-05-19 09:10:00,8957.0,8958.0,8952.0,8953.0,272
2011-05-19 09:11:00,8952.0,8955.0,8951.0,8953.0,191
2011-05-19 09:12:00,8953.0,8955.0,8949.0,8955.0,470
2011-05-19 09:13:00,8954.0,8960.0,8954.0,8959.0,407
2011-05-19 09:14:00,8959.0,8981.0,8958.0,8978.0,1987
2011-05-19 09:15:00,8978.0,8998.0,8976.0,8993.0,2969
2011-05-19 09:16:00,8992.0,9003.0,8992.0,8994.0,1763
2011-05-19 09:17:00,8994.0,8996.0,8987.0,8991.0,840
2011-05-19 09:18:00,8991.0,8993.0,8987.0,8992.0,420
2011-05-19 09:19:00,8992.0,8994.0,8989.0,8991.0,332
2011-05-19 09:20:00,8991.0,8998.0,8990.0,8997.0,809
2011-05-19 09:21:00,8996.0,9022.0,8995.0,9017.0,3374
2011-05-19 09:22:00,9016.0,9024.0,9014.0,9018.0,1714
2011-05-19 09:23:00,9017.0,9018.0,9013.0,9014.0,645
2011-05-19 09:24:00,9014.0,9017.0,9012.0,9015.0,499
2011-05-19 09:25:00,9015.0,9026.0,9014.0,9020.0,1765
2011-05-19 09:26:00,9018.0,9021.0,9013.0,9014.0,678
2011-05-19 09:27:00,9015.0,9020.0,9014.0,9017.0,590
2011-05-19 09:28:00,9017.0,9022.0,9016.0,9018.0,686
2011-05-19 09:29:00,9019.0,9022.0,9015.0,9021.0,567
2011-05-19 09:30:00,9021.0,9022.0,9014.0,9014.0,851
2011-05-19 09:31:00,9015.0,9017.0,9013.0,9016.0,382
2011-05-19 09:32:00,9016.0,9018.0,9014.0,9017.0,288
2011-05-19 09:33:00,9015.0,9019.0,9015.0,9018.0,237
2011-05-19 09:34:00,9016.0,9022.0,9016.0,9021.0,661
2011-05-19 09:35:00,9022.0,9029.0,9019.0,9026.0,1788
2011-05-19 09:36:00,9027.0,9031.0,9017.0,9018.0,1147
2011-05-19 09:37:00,9019.0,9020.0,9014.0,9017.0,649
2011-05-19 09:38:00,9017.0,9018.0,9015.0,9015.0,295
2011-05-19 09:39:00,9015.0,9018.0,9015.0,9016.0,277
2011-05-19 09:40:00,9017.0,9018.0,9005.0,9012.0,1217
2011-05-19 09:41:00,9010.0,9015.0,9010.0,9011.0,377
2011-05-19 09:42:00,9012.0,9015.0,9009.0,9009.0,358
2011-05-19 09:43:00,9010.0,9012.0,9007.0,9011.0,398
2011-05-19 09:44:00,9012.0,9013.0,9009.0,9011.0,397
2011-05-19 09:45:00,9011.0,9014.0,9010.0,9013.0,401
2011-05-19 09:46:00,9013.0,9017.0,9009.0,9012.0,581
2011-05-19 09:47:00,9013.0,9014.0,9011.0,9014.0,135
2011-05-19 09:48:00,9014.0,9016.0,9013.0,9016.0,300
2011-05-19 09:49:00,9017.0,9020.0,9015.0,9018.0,490
2011-05-19 09:50:00,9019.0,9019.0,9015.0,9016.0,243
2011-05-19 09:51:00,9016.0,9018.0,9015.0,9017.0,216
2011-05-19 09:52:00,9017.0,9020.0,9017.0,9019.0,192
2011-05-19 09:53:00,9018.0,9019.0,9017.0,9018.0,114
2011-05-19 09:54:00,9018.0,9019.0,9015.0,9015.0,224
2011-05-19 09:55:00,9015.0,9016.0,9013.0,9015.0,245
2011-05-19 09:56:00,9015.0,9018.0,9015.0,9016.0,130
2011-05-19 09:57:00,9016.0,9017.0,9013.0,9013.0,238
2011-05-19 09:58:00,9013.0,9018.0,9012.0,9016.0,299
2011-05-19 09:59:00,9016.0,9020.0,9016.0,9018.0,225
2011-05-19 10:00:00,9018.0,9020.0,9016.0,9018.0,215
2011-05-19 10:01:00,9018.0,9023.0,9017.0,9023.0,440
2011-05-19 10:02:00,9023.0,9023.0,9018.0,9018.0,178
2011-05-19 10:03:00,9019.0,9020.0,9017.0,9017.0,168
2011-05-19 10:04:00,9016.0,9017.0,9015.0,9016.0,175
2011-05-19 10:05:00,9017.0,9017.0,9014.0,9016.0,212
2011-05-19 10:06:00,9017.0,9019.0,9015.0,9018.0,142
2011-05-19 10:07:00,9018.0,9021.0,9017.0,9021.0,129
2011-05-19 10:08:00,9021.0,9024.0,9019.0,9022.0,288
2011-05-19 10:09:00,9022.0,9023.0,9018.0,9018.0,243
2011-05-19 10:10:00,9020.0,9020.0,9018.0,9019.0,96
2011-05-19 10:11:00,9020.0,9023.0,9019.0,9023.0,116
2011-05-19 10:12:00,9023.0,9024.0,9022.0,9022.0,157
2011-05-19 10:13:00,9022.0,9023.0,9020.0,9021.0,153
2011-05-19 10:14:00,9021.0,9023.0,9019.0,9021.0,199
2011-05-19 10:15:00,9020.0,9023.0,9020.0,9022.0,183
2011-05-19 10:16:00,9023.0,9036.0,9022.0,9036.0,1917
2011-05-19 10:17:00,9033.0,9040.0,9033.0,9039.0,1586
2011-05-19 10:18:00,9039.0,9042.0,9031.0,9034.0,1142
2011-05-19 10:19:00,9034.0,9036.0,9028.0,9030.0,580
2011-05-19 10:20:00,9031.0,9035.0,9030.0,9032.0,464
2011-05-19 10:21:00,9032.0,9033.0,9031.0,9032.0,176
2011-05-19 10:22:00,9032.0,9038.0,9032.0,9036.0,353
2011-05-19 10:23:00,9036.0,9039.0,9033.0,9034.0,340
2011-05-19 10:24:00,9035.0,9037.0,9034.0,9035.0,180
2011-05-19 10:25:00,9036.0,9038.0,9034.0,9038.0,191
2011-05-19 10:26:00,9037.0,9043.0,9035.0,9035.0,682
2011-05-19 10:27:00,9036.0,9039.0,9035.0,9035.0,213
2011-05-19 10:28:00,9035.0,9037.0,9035.0,9036.0,155
2011-05-19 10:29:00,9037.0,9041.0,9036.0,9041.0,373
2011-05-19 10:30:00,9041.0,9042.0,9031.0,9032.0,886
2011-05-19 10:31:00,9032.0,9035.0,9032.0,9033.0,212
2011-05-19 10:32:00,9033.0,9035.0,9029.0,9030.0,624
2011-05-19 10:33:00,9030.0,9032.0,9029.0,9030.0,293
2011-05-19 10:34:00,9030.0,9032.0,9028.0,9031.0,448
2011-05-19 10:35:00,9031.0,9034.0,9026.0,9026.0,374
2011-05-19 10:36:00,9027.0,9028.0,9013.0,9016.0,1216
2011-05-19 10:37:00,9016.0,9022.0,9015.0,9022.0,572
2011-05-19 10:38:00,9022.0,9022.0,9017.0,9020.0,450
2011-05-19 10:39:00,9021.0,9022.0,9019.0,9021.0,216
2011-05-19 10:40:00,9021.0,9022.0,9020.0,9021.0,132
2011-05-19 10:41:00,9021.0,9022.0,9020.0,9021.0,69
2011-05-19 10:42:00,9021.0,9024.0,9017.0,9017.0,494
2011-05-19 10:43:00,9017.0,9022.0,9016.0,9021.0,311
2011-05-19 10:44:00,9021.0,9022.0,9020.0,9020.0,136
2011-05-19 10:45:00,9021.0,9022.0,9019.0,9021.0,170
2011-05-19 10:46:00,9021.0,9025.0,9020.0,9023.0,364
