Date,Open,High,Low,Close,Volume
2018-06-20 08:45:00,10905.0,10916.0,10902.0,10912.0,1151
2018-06-20 08:46:00,10914.0,10914.0,10906.0,10908.0,706
2018-06-20 08:47:00,10907.0,10908.0,10902.0,10902.0,564
2018-06-20 08:48:00,10902.0,10904.0,10901.0,10904.0,460
2018-06-20 08:49:00,10904.0,10910.0,10904.0,10910.0,695
2018-06-20 08:50:00,10908.0,10910.0,10898.0,10902.0,597
2018-06-20 08:51:00,10902.0,10902.0,10898.0,10901.0,291
2018-06-20 08:52:00,10901.0,10901.0,10897.0,10900.0,256
2018-06-20 08:53:00,10899.0,10901.0,10899.0,10899.0,187
2018-06-20 08:54:00,10899.0,10901.0,10895.0,10898.0,265
2018-06-20 08:55:00,10898.0,10899.0,10897.0,10898.0,183
2018-06-20 08:56:00,10899.0,10901.0,10897.0,10901.0,202
2018-06-20 08:57:00,10902.0,10905.0,10902.0,10904.0,277
2018-06-20 08:58:00,10905.0,10905.0,10898.0,10900.0,361
2018-06-20 08:59:00,10901.0,10903.0,10898.0,10899.0,350
2018-06-20 09:00:00,10900.0,10908.0,10896.0,10898.0,851
2018-06-20 09:01:00,10897.0,10899.0,10883.0,10887.0,1123
2018-06-20 09:02:00,10887.0,10889.0,10882.0,10882.0,579
2018-06-20 09:03:00,10883.0,10885.0,10876.0,10885.0,933
2018-06-20 09:04:00,10885.0,10888.0,10880.0,10882.0,603
2018-06-20 09:05:00,10881.0,10884.0,10875.0,10883.0,654
2018-06-20 09:06:00,10884.0,10893.0,10881.0,10889.0,886
2018-06-20 09:07:00,10889.0,10891.0,10884.0,10889.0,345
2018-06-20 09:08:00,10890.0,10896.0,10888.0,10896.0,569
2018-06-20 09:09:00,10896.0,10903.0,10895.0,10901.0,838
2018-06-20 09:10:00,10901.0,10901.0,10886.0,10886.0,800
2018-06-20 09:11:00,10887.0,10890.0,10882.0,10884.0,676
2018-06-20 09:12:00,10884.0,10889.0,10881.0,10887.0,364
2018-06-20 09:13:00,10887.0,10887.0,10880.0,10881.0,436
2018-06-20 09:14:00,10880.0,10885.0,10880.0,10881.0,245
2018-06-20 09:15:00,10881.0,10882.0,10870.0,10878.0,1237
2018-06-20 09:16:00,10878.0,10878.0,10865.0,10869.0,930
2018-06-20 09:17:00,10868.0,10874.0,10865.0,10873.0,591
2018-06-20 09:18:00,10873.0,10878.0,10866.0,10876.0,661
2018-06-20 09:19:00,10875.0,10881.0,10873.0,10879.0,567
2018-06-20 09:20:00,10879.0,10879.0,10868.0,10869.0,544
2018-06-20 09:21:00,10869.0,10880.0,10868.0,10872.0,591
2018-06-20 09:22:00,10872.0,10874.0,10863.0,10871.0,882
2018-06-20 09:23:00,10871.0,10873.0,10867.0,10868.0,427
2018-06-20 09:24:00,10867.0,10868.0,10860.0,10864.0,728
2018-06-20 09:25:00,10864.0,10865.0,10858.0,10861.0,734
2018-06-20 09:26:00,10862.0,10862.0,10852.0,10855.0,810
2018-06-20 09:27:00,10855.0,10860.0,10852.0,10857.0,601
2018-06-20 09:28:00,10858.0,10858.0,10853.0,10854.0,561
2018-06-20 09:29:00,10854.0,10858.0,10851.0,10851.0,825
2018-06-20 09:30:00,10851.0,10859.0,10850.0,10858.0,1083
2018-06-20 09:31:00,10857.0,10868.0,10857.0,10865.0,1224
2018-06-20 09:32:00,10865.0,10869.0,10863.0,10869.0,552
2018-06-20 09:33:00,10870.0,10871.0,10867.0,10870.0,596
2018-06-20 09:34:00,10871.0,10875.0,10868.0,10875.0,858
2018-06-20 09:35:00,10875.0,10882.0,10873.0,10880.0,901
