Date,Open,High,Low,Close,Volume
2022-10-24 08:45:00,13106.0,13125.0,13094.0,13117.0,2588
2022-10-24 08:46:00,13118.0,13126.0,13115.0,13120.0,973
2022-10-24 08:47:00,13118.0,13125.0,13114.0,13115.0,489
2022-10-24 08:48:00,13115.0,13117.0,13105.0,13110.0,639
2022-10-24 08:49:00,13111.0,13113.0,13083.0,13096.0,1114
2022-10-24 08:50:00,13096.0,13096.0,13084.0,13087.0,683
2022-10-24 08:51:00,13087.0,13096.0,13087.0,13091.0,297
2022-10-24 08:52:00,13092.0,13094.0,13084.0,13094.0,381
2022-10-24 08:53:00,13094.0,13095.0,13079.0,13081.0,478
2022-10-24 08:54:00,13082.0,13088.0,13073.0,13073.0,470
2022-10-24 08:55:00,13076.0,13082.0,13073.0,13077.0,362
2022-10-24 08:56:00,13076.0,13079.0,13065.0,13073.0,551
2022-10-24 08:57:00,13071.0,13076.0,13067.0,13068.0,357
2022-10-24 08:58:00,13068.0,13071.0,13060.0,13062.0,661
2022-10-24 08:59:00,13062.0,13066.0,13051.0,13051.0,732
2022-10-24 09:00:00,13051.0,13054.0,13040.0,13044.0,2171
2022-10-24 09:01:00,13045.0,13045.0,13034.0,13035.0,1038
2022-10-24 09:02:00,13036.0,13041.0,13032.0,13034.0,795
2022-10-24 09:03:00,13034.0,13042.0,13031.0,13031.0,483
2022-10-24 09:04:00,13032.0,13043.0,13029.0,13041.0,680
2022-10-24 09:05:00,13040.0,13053.0,13032.0,13051.0,969
2022-10-24 09:06:00,13052.0,13052.0,13036.0,13038.0,638
2022-10-24 09:07:00,13038.0,13044.0,13031.0,13039.0,537
2022-10-24 09:08:00,13040.0,13044.0,13032.0,13035.0,310
2022-10-24 09:09:00,13035.0,13038.0,13026.0,13035.0,677
2022-10-24 09:10:00,13036.0,13037.0,13022.0,13023.0,520
2022-10-24 09:11:00,13024.0,13026.0,13017.0,13019.0,618
2022-10-24 09:12:00,13020.0,13031.0,13017.0,13022.0,593
2022-10-24 09:13:00,13022.0,13025.0,13017.0,13022.0,389
2022-10-24 09:14:00,13023.0,13025.0,13012.0,13019.0,791
2022-10-24 09:15:00,13020.0,13023.0,13008.0,13011.0,823
2022-10-24 09:16:00,13010.0,13012.0,13006.0,13010.0,608
2022-10-24 09:17:00,13008.0,13008.0,12993.0,12994.0,812
2022-10-24 09:18:00,12994.0,12996.0,12985.0,12994.0,948
2022-10-24 09:19:00,12994.0,12996.0,12982.0,12985.0,844
2022-10-24 09:20:00,12985.0,13001.0,12982.0,13000.0,619
2022-10-24 09:21:00,13000.0,13008.0,12993.0,12993.0,758
2022-10-24 09:22:00,12993.0,12993.0,12984.0,12984.0,534
2022-10-24 09:23:00,12986.0,12986.0,12969.0,12969.0,973
2022-10-24 09:24:00,12969.0,12974.0,12961.0,12964.0,925
2022-10-24 09:25:00,12964.0,12968.0,12960.0,12962.0,670
2022-10-24 09:26:00,12962.0,12975.0,12960.0,12969.0,854
2022-10-24 09:27:00,12969.0,12978.0,12967.0,12972.0,466
2022-10-24 09:28:00,12972.0,12995.0,12972.0,12980.0,986
2022-10-24 09:29:00,12981.0,13002.0,12981.0,13000.0,830
2022-10-24 09:30:00,13002.0,13006.0,12985.0,13003.0,702
2022-10-24 09:31:00,13002.0,13013.0,12990.0,12997.0,973
2022-10-24 09:32:00,12998.0,13006.0,12986.0,12988.0,513
2022-10-24 09:33:00,12988.0,12997.0,12982.0,12992.0,407
2022-10-24 09:34:00,12992.0,13003.0,12985.0,13001.0,531
2022-10-24 09:35:00,12999.0,13018.0,12999.0,13014.0,726
2022-10-24 09:36:00,13012.0,13015.0,13005.0,13011.0,316
2022-10-24 09:37:00,13012.0,13036.0,13011.0,13031.0,1051
2022-10-24 09:38:00,13032.0,13042.0,13028.0,13034.0,738
2022-10-24 09:39:00,13033.0,13036.0,13017.0,13018.0,579
2022-10-24 09:40:00,13019.0,13025.0,13013.0,13013.0,384
2022-10-24 09:41:00,13012.0,13021.0,13011.0,13020.0,266
2022-10-24 09:42:00,13021.0,13037.0,13019.0,13023.0,661
2022-10-24 09:43:00,13023.0,13024.0,13016.0,13016.0,285
2022-10-24 09:44:00,13016.0,13023.0,13004.0,13011.0,398
2022-10-24 09:45:00,13011.0,13016.0,12998.0,13010.0,579
2022-10-24 09:46:00,13011.0,13014.0,13003.0,13007.0,243
2022-10-24 09:47:00,13006.0,13029.0,13006.0,13024.0,484
2022-10-24 09:48:00,13026.0,13033.0,13009.0,13015.0,451
2022-10-24 09:49:00,13012.0,13013.0,13004.0,13004.0,384
2022-10-24 09:50:00,13005.0,13008.0,12992.0,12999.0,573
2022-10-24 09:51:00,13000.0,13019.0,12997.0,13010.0,539
2022-10-24 09:52:00,13009.0,13017.0,12999.0,12999.0,340
2022-10-24 09:53:00,12998.0,13002.0,12990.0,12999.0,383
2022-10-24 09:54:00,12997.0,13008.0,12990.0,12993.0,400
2022-10-24 09:55:00,12992.0,13002.0,12986.0,12991.0,355
2022-10-24 09:56:00,12989.0,12993.0,12984.0,12986.0,297
2022-10-24 09:57:00,12986.0,12986.0,12978.0,12981.0,407
2022-10-24 09:58:00,12981.0,12988.0,12976.0,12976.0,369
2022-10-24 09:59:00,12977.0,12977.0,12969.0,12970.0,524
2022-10-24 10:00:00,12970.0,12979.0,12966.0,12970.0,552
2022-10-24 10:01:00,12970.0,12972.0,12963.0,12967.0,533
2022-10-24 10:02:00,12966.0,12967.0,12949.0,12950.0,1385
2022-10-24 10:03:00,12949.0,12964.0,12945.0,12951.0,704
2022-10-24 10:04:00,12952.0,12958.0,12948.0,12948.0,305
2022-10-24 10:05:00,12948.0,12948.0,12942.0,12945.0,555
2022-10-24 10:06:00,12945.0,12960.0,12944.0,12958.0,520
2022-10-24 10:07:00,12959.0,12969.0,12957.0,12961.0,735
2022-10-24 10:08:00,12962.0,12962.0,12951.0,12958.0,366
2022-10-24 10:09:00,12960.0,12962.0,12949.0,12953.0,257
2022-10-24 10:10:00,12953.0,12974.0,12953.0,12963.0,471
2022-10-24 10:11:00,12962.0,12970.0,12953.0,12953.0,330
2022-10-24 10:12:00,12955.0,12955.0,12934.0,12935.0,1117
2022-10-24 10:13:00,12936.0,12945.0,12933.0,12939.0,642
2022-10-24 10:14:00,12939.0,12944.0,12934.0,12934.0,382
2022-10-24 10:15:00,12935.0,12938.0,12925.0,12930.0,975
2022-10-24 10:16:00,12930.0,12942.0,12927.0,12936.0,444
2022-10-24 10:17:00,12936.0,12936.0,12925.0,12932.0,325
2022-10-24 10:18:00,12931.0,12947.0,12925.0,12943.0,657
2022-10-24 10:19:00,12945.0,12954.0,12938.0,12947.0,638
2022-10-24 10:20:00,12947.0,12952.0,12940.0,12942.0,359
2022-10-24 10:21:00,12942.0,12947.0,12939.0,12939.0,358
2022-10-24 10:22:00,12940.0,12940.0,12928.0,12932.0,303
2022-10-24 10:23:00,12932.0,12932.0,12922.0,12925.0,444
2022-10-24 10:24:00,12925.0,12935.0,12924.0,12930.0,294
2022-10-24 10:25:00,12931.0,12949.0,12928.0,12947.0,464
2022-10-24 10:26:00,12948.0,12956.0,12942.0,12950.0,416
2022-10-24 10:27:00,12950.0,12959.0,12949.0,12957.0,466
2022-10-24 10:28:00,12958.0,12959.0,12947.0,12951.0,297
2022-10-24 10:29:00,12952.0,12964.0,12950.0,12960.0,306
2022-10-24 10:30:00,12958.0,12967.0,12957.0,12960.0,449
2022-10-24 10:31:00,12960.0,12964.0,12948.0,12949.0,311
2022-10-24 10:32:00,12950.0,12950.0,12937.0,12938.0,376
2022-10-24 10:33:00,12938.0,12942.0,12928.0,12929.0,460
2022-10-24 10:34:00,12928.0,12937.0,12927.0,12929.0,315
2022-10-24 10:35:00,12929.0,12937.0,12928.0,12930.0,208
2022-10-24 10:36:00,12931.0,12936.0,12916.0,12921.0,851
2022-10-24 10:37:00,12922.0,12934.0,12918.0,12932.0,388
2022-10-24 10:38:00,12933.0,12935.0,12928.0,12934.0,181
2022-10-24 10:39:00,12935.0,12943.0,12927.0,12927.0,368
2022-10-24 10:40:00,12927.0,12935.0,12924.0,12935.0,192
2022-10-24 10:41:00,12934.0,12936.0,12928.0,12934.0,155
2022-10-24 10:42:00,12933.0,12948.0,12933.0,12947.0,336
2022-10-24 10:43:00,12946.0,12946.0,12939.0,12939.0,210
2022-10-24 10:44:00,12938.0,12939.0,12927.0,12930.0,274
2022-10-24 10:45:00,12931.0,12942.0,12929.0,12940.0,203
2022-10-24 10:46:00,12941.0,12948.0,12937.0,12939.0,296
2022-10-24 10:47:00,12941.0,12953.0,12940.0,12949.0,433
2022-10-24 10:48:00,12948.0,12953.0,12945.0,12950.0,209
2022-10-24 10:49:00,12949.0,12954.0,12949.0,12953.0,165
2022-10-24 10:50:00,12953.0,12965.0,12953.0,12965.0,599
2022-10-24 10:51:00,12965.0,12978.0,12963.0,12978.0,752
2022-10-24 10:52:00,12977.0,12985.0,12976.0,12977.0,728
2022-10-24 10:53:00,12977.0,12983.0,12975.0,12980.0,417
2022-10-24 10:54:00,12981.0,12983.0,12966.0,12968.0,414
2022-10-24 10:55:00,12969.0,12978.0,12967.0,12971.0,260
2022-10-24 10:56:00,12969.0,12969.0,12959.0,12961.0,306
2022-10-24 10:57:00,12963.0,12967.0,12958.0,12958.0,192
2022-10-24 10:58:00,12958.0,12968.0,12954.0,12964.0,276
2022-10-24 10:59:00,12963.0,12968.0,12960.0,12963.0,172
2022-10-24 11:00:00,12966.0,12972.0,12965.0,12971.0,160
2022-10-24 11:01:00,12970.0,12976.0,12967.0,12968.0,241
2022-10-24 11:02:00,12967.0,12969.0,12959.0,12964.0,214
2022-10-24 11:03:00,12965.0,12970.0,12959.0,12965.0,87
